<MULTI_LINE_COMMENT_START, 31, /*>
<SINGLE_LINE_COMMENT_END, 30, "\n">
<KEYWORD, 21, char>
<IDENTIFIER, 22, _2>
<PUNCTUATOR, 28, =>
<CHARACTER_CONSTANT, 26, '\b'>
<PUNCTUATOR, 28, ;>
<SINGLE_LINE_COMMENT_START, 29, //>
<SINGLE_LINE_COMMENT_END, 30, "\n">
<KEYWORD, 21, char>
<IDENTIFIER, 22, s>
<PUNCTUATOR, 28, [>
<INTEGER_CONSTANT, 23, 2>
<PUNCTUATOR, 28, ]>
<PUNCTUATOR, 28, =>
<STRING_LITERAL, 27, "">
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, char>
<IDENTIFIER, 22, str>
<PUNCTUATOR, 28, [>
<PUNCTUATOR, 28, ]>
<PUNCTUATOR, 28, =>
<STRING_LITERAL, 27, "hello\\\"\'\n">
<PUNCTUATOR, 28, ;>
<SINGLE_LINE_COMMENT_START, 29, //>
<SINGLE_LINE_COMMENT_END, 30, "\n">
<KEYWORD, 21, int>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, ,>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, =>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, ++>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, -->
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, |>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, ?>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, :>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, *=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, /=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, %=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, +=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, -=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, <<=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, >>=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, &=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, ^=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, |=>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ,>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, =>
<INVALID_TOKEN, 33, 0>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, &>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, *>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, +>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, ->
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<PUNCTUATOR, 28, !>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<PUNCTUATOR, 28, ~>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, />
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, %>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, <<>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, >>>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, a>
<PUNCTUATOR, 28, ^>
<IDENTIFIER, 22, b>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, inline>
<KEYWORD, 21, char>
<IDENTIFIER, 22, toUpper>
<PUNCTUATOR, 28, (>
<KEYWORD, 21, char>
<IDENTIFIER, 22, ch>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, struct>
<IDENTIFIER, 22, node>
<PUNCTUATOR, 28, *>
<IDENTIFIER, 22, head>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, if>
<PUNCTUATOR, 28, (>
<PUNCTUATOR, 28, !>
<IDENTIFIER, 22, head>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, {>
<IDENTIFIER, 22, head>
<PUNCTUATOR, 28, =>
<IDENTIFIER, 22, head>
<PUNCTUATOR, 28, ->>
<IDENTIFIER, 22, next>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<KEYWORD, 21, switch>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, _m>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, {>
<KEYWORD, 21, case>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, :>
<KEYWORD, 21, break>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, default>
<PUNCTUATOR, 28, :>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<KEYWORD, 21, int>
<IDENTIFIER, 22, n>
<PUNCTUATOR, 28, ,>
<IDENTIFIER, 22, t>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, do>
<PUNCTUATOR, 28, {>
<IDENTIFIER, 22, n>
<PUNCTUATOR, 28, -=>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<KEYWORD, 21, while>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, n>
<PUNCTUATOR, 28, >>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, ;>
<KEYWORD, 21, for>
<PUNCTUATOR, 28, (>
<KEYWORD, 21, int>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, =>
<INVALID_TOKEN, 33, 0>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, <>
<INTEGER_CONSTANT, 23, 6>
<PUNCTUATOR, 28, &&>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, >=>
<INTEGER_CONSTANT, 23, 10>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, ||>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, >>
<INTEGER_CONSTANT, 23, 500>
<PUNCTUATOR, 28, &&>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, !=>
<INTEGER_CONSTANT, 23, 101>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, ;>
<IDENTIFIER, 22, i>
<PUNCTUATOR, 28, ++>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, {>
<KEYWORD, 21, continue>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<KEYWORD, 21, if>
<PUNCTUATOR, 28, (>
<IDENTIFIER, 22, t>
<PUNCTUATOR, 28, <=>
<INTEGER_CONSTANT, 23, 30>
<PUNCTUATOR, 28, )>
<PUNCTUATOR, 28, {>
<IDENTIFIER, 22, t>
<PUNCTUATOR, 28, =>
<INTEGER_CONSTANT, 23, 1>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<KEYWORD, 21, else>
<PUNCTUATOR, 28, {>
<IDENTIFIER, 22, t>
<PUNCTUATOR, 28, =>
<INVALID_TOKEN, 33, 0>
<PUNCTUATOR, 28, ;>
<PUNCTUATOR, 28, }>
<SINGLE_LINE_COMMENT_START, 29, //>
<SINGLE_LINE_COMMENT_END, 30, "\n">
<SINGLE_LINE_COMMENT_START, 29, //>
<SINGLE_LINE_COMMENT_END, 30, "\n">
<MULTI_LINE_COMMENT_START, 31, /*>
<MULTI_LINE_COMMENT_END, 32, */>
<PUNCTUATOR, 28, }>
